helper,month,date,admission_type,EAST OF ENGLAND COMMISSIONING REGION,LONDON COMMISSIONING REGION,MIDLANDS COMMISSIONING REGION,NATIONAL,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,NORTH WEST COMMISSIONING REGION,SOUTH EAST COMMISSIONING REGION,SOUTH WEST COMMISSIONING REGION
840,,08/01/2021,as_first_attendances_DNA,0.028584737,0.084759883,0.06060036,0.337638512,0.043320524,0.049573155,0.044691086,0.025601749
841,,09/01/2021,as_first_attendances_DNA,0.032624761,0.095097328,0.068277302,0.379726425,0.047808444,0.055073321,0.051436403,0.028799728
842,,10/01/2021,as_first_attendances_DNA,0.030376322,0.088970107,0.06396854,0.361523922,0.050271873,0.051328908,0.048498204,0.027545618
843,,11/01/2021,as_first_attendances_DNA,0.033377227,0.098250517,0.070606362,0.393557461,0.05248448,0.05490312,0.052627807,0.030654018
844,,12/01/2021,as_first_attendances_DNA,0.032158949,0.086703752,0.065572008,0.350303226,0.043992368,0.048408625,0.046061648,0.026820026
845,,01/01/2022,as_first_attendances_DNA,0.033744502,0.092445782,0.06681716,0.369177573,0.045998943,0.051203497,0.049671692,0.028683275
846,,02/01/2022,as_first_attendances_DNA,0.031585642,0.08671271,0.060958677,0.338380228,0.041537897,0.046455797,0.045703331,0.024911988
847,,04/01/2018,as_subsequent_attendances_seen,0,0.044689369,0,0.266668477,0,0,0.041555064,0.023158558
848,,05/01/2018,as_subsequent_attendances_seen,0,0.047841274,0,0.284398245,0,0,0.044787175,0.024529597
849,,06/01/2018,as_subsequent_attendances_seen,0,0.046686967,0,0.274121466,0,0,0.043164205,0.023667449
850,,07/01/2018,as_subsequent_attendances_seen,0,0.047473938,0,0.279716097,0,0,0.044251884,0.024403631
851,,08/01/2018,as_subsequent_attendances_seen,0,0.044569941,0,0.266451695,0,0,0.04223744,0.023231221
852,,09/01/2018,as_subsequent_attendances_seen,0,0.043486033,0,0.261147463,0,0,0.040772619,0.022455564
853,,10/01/2018,as_subsequent_attendances_seen,0,0.050862437,0,0.302094775,0,0,0.04649739,0.026298897
854,,11/01/2018,as_subsequent_attendances_seen,0,0.049685249,0,0.295179541,0,0,0.046336476,0.025676361
855,,12/01/2018,as_subsequent_attendances_seen,0,0.039703797,0,0.233943424,0,0,0.036749012,0.020434332
856,,01/01/2019,as_subsequent_attendances_seen,0,0.049943718,0,0.296858026,0,0,0.04686347,0.026029115
857,,02/01/2019,as_subsequent_attendances_seen,0,0.044031633,0,0.261795243,0,0,0.041157304,0.02260617
858,,03/01/2019,as_subsequent_attendances_seen,0,0.046203973,0,0.27619595,0,0,0.043424182,0.023662169
859,,04/01/2019,as_subsequent_attendances_seen,0.029707511,0.044343152,0.049913798,0.268147077,0.039002564,0.03846325,0.042939931,0.02351634
860,,05/01/2019,as_subsequent_attendances_seen,0.031116767,0.046977367,0.051865384,0.280260439,0.040475682,0.039826997,0.045136912,0.024585665
861,,06/01/2019,as_subsequent_attendances_seen,0.029340928,0.044450764,0.048731331,0.264409846,0.038310633,0.037611411,0.042238195,0.023464798
862,,07/01/2019,as_subsequent_attendances_seen,0.032809382,0.049723467,0.054721861,0.295329744,0.042305075,0.042430034,0.047089252,0.025971538
863,,08/01/2019,as_subsequent_attendances_seen,0.028772701,0.0429256,0.047798029,0.257804573,0.037400211,0.036885538,0.041012985,0.022777896
864,,09/01/2019,as_subsequent_attendances_seen,0.030162596,0.045749391,0.050729934,0.273684031,0.039895889,0.039503409,0.043361828,0.024016431
865,,10/01/2019,as_subsequent_attendances_seen,0.033429656,0.050199923,0.055740649,0.3015183,0.043781713,0.043414376,0.047999674,0.026667994
866,,11/01/2019,as_subsequent_attendances_seen,0.03156456,0.047067881,0.052269178,0.282194677,0.04033438,0.040308734,0.04516306,0.025217001
867,,12/01/2019,as_subsequent_attendances_seen,0.027395125,0.040986836,0.045748134,0.245940124,0.035523299,0.03498826,0.039098358,0.021967291
868,,01/01/2020,as_subsequent_attendances_seen,0.033033907,0.049226644,0.054832993,0.29662812,0.04296784,0.042514514,0.047415103,0.026344909
869,,02/01/2020,as_subsequent_attendances_seen,0.029363054,0.043891336,0.049207033,0.263839355,0.037958885,0.037979251,0.041726035,0.023461529
870,,03/01/2020,as_subsequent_attendances_seen,0.026691377,0.038624164,0.04347673,0.238336681,0.035203985,0.034576169,0.038542701,0.020983955
871,,04/01/2020,as_subsequent_attendances_seen,0.018039226,0.025952178,0.02891174,0.157607378,0.022802536,0.021499383,0.026625,0.013633448
872,,05/01/2020,as_subsequent_attendances_seen,0.018567729,0.02793997,0.030362733,0.165345788,0.023352912,0.022440479,0.027710165,0.014823207
873,,06/01/2020,as_subsequent_attendances_seen,0.02364834,0.036065881,0.038925878,0.211428523,0.029774391,0.029295923,0.0348017,0.018730654
874,,07/01/2020,as_subsequent_attendances_seen,0.0262554,0.040514905,0.042529851,0.232963759,0.032837039,0.032052834,0.038404416,0.020165807
875,,08/01/2020,as_subsequent_attendances_seen,0.023659906,0.035973858,0.037947822,0.209973557,0.029849568,0.029486757,0.03464506,0.018224026
876,,09/01/2020,as_subsequent_attendances_seen,0.028487581,0.044825643,0.045536683,0.254776572,0.036289904,0.036020876,0.041318721,0.022055291
877,,10/01/2020,as_subsequent_attendances_seen,0.029310506,0.046046328,0.045644042,0.258619905,0.036833995,0.035776739,0.042283955,0.022478444
878,,11/01/2020,as_subsequent_attendances_seen,0.029823168,0.046777481,0.046563767,0.262948998,0.037274246,0.03618003,0.042867268,0.023196775
879,,12/01/2020,as_subsequent_attendances_seen,0.027220885,0.042028001,0.042809691,0.239521512,0.034496717,0.033574478,0.037552828,0.021614537
880,,01/01/2021,as_subsequent_attendances_seen,0.025169482,0.037014269,0.041058744,0.230214893,0.035188396,0.033992352,0.036181035,0.021386743
881,,02/01/2021,as_subsequent_attendances_seen,0.024939425,0.03845269,0.039807386,0.229299041,0.03494954,0.034156032,0.03547427,0.0213
882,,03/01/2021,as_subsequent_attendances_seen,0.031281452,0.047549869,0.04933149,0.282217356,0.042406652,0.040917693,0.044109324,0.0263434
883,,04/01/2021,as_subsequent_attendances_seen,0.030245316,0.046602739,0.04762932,0.264939405,0.037888234,0.036782452,0.041978721,0.023555563
884,,05/01/2021,as_subsequent_attendances_seen,0.029647168,0.045760957,0.047691423,0.262707274,0.03718172,0.036396007,0.04214416,0.023626717
885,,06/01/2021,as_subsequent_attendances_seen,0.032490319,0.050436517,0.052986252,0.288469523,0.04085031,0.039970814,0.045798922,0.025652475
886,,07/01/2021,as_subsequent_attendances_seen,0.031121292,0.048276497,0.050713591,0.274898882,0.038303845,0.037993079,0.043689187,0.024533117
887,,08/01/2021,as_subsequent_attendances_seen,0.028816198,0.044155838,0.046775218,0.253894411,0.035567048,0.035020694,0.040606425,0.022710764
888,,09/01/2021,as_subsequent_attendances_seen,0.031588949,0.049358141,0.051592836,0.281715405,0.039838563,0.038977924,0.044951106,0.025132019
889,,10/01/2021,as_subsequent_attendances_seen,0.029817637,0.047211446,0.049157753,0.265849826,0.037859068,0.035358111,0.04236416,0.02382434
890,,11/01/2021,as_subsequent_attendances_seen,0.032508925,0.051866139,0.053790822,0.292526419,0.041789395,0.03878709,0.046997481,0.026502303
891,,12/01/2021,as_subsequent_attendances_seen,0.027248039,0.043562719,0.04540242,0.246111246,0.035546933,0.032630616,0.039193398,0.022299176
892,,01/01/2022,as_subsequent_attendances_seen,0.02921798,0.046958007,0.048662188,0.262939996,0.037980005,0.034847963,0.041138196,0.023890466
893,,02/01/2022,as_subsequent_attendances_seen,0.027507513,0.0455133,0.046512476,0.249683188,0.036342704,0.033414067,0.038161536,0.021998468
894,,04/01/2018,as_subsequent_attendances_DNA,0,0.073210757,0,0.332314045,0,0,0.039269164,0.023471357
895,,05/01/2018,as_subsequent_attendances_DNA,0,0.079740209,0,0.359243123,0,0,0.043144461,0.025331962
896,,06/01/2018,as_subsequent_attendances_DNA,0,0.076616087,0,0.350467848,0,0,0.042035032,0.024912074
897,,07/01/2018,as_subsequent_attendances_DNA,0,0.082590825,0,0.36334724,0,0,0.043991941,0.026206408
898,,08/01/2018,as_subsequent_attendances_DNA,0,0.07875405,0,0.342671798,0,0,0.041776935,0.024461368
899,,09/01/2018,as_subsequent_attendances_DNA,0,0.075695416,0,0.336888899,0,0,0.041580474,0.023910506
900,,10/01/2018,as_subsequent_attendances_DNA,0,0.083680993,0,0.377260558,0,0,0.046472748,0.026842018
901,,11/01/2018,as_subsequent_attendances_DNA,0,0.081284934,0,0.361680014,0,0,0.044931874,0.025555389
902,,12/01/2018,as_subsequent_attendances_DNA,0,0.066211339,0,0.297861653,0,0,0.036849992,0.021630013
903,,01/01/2019,as_subsequent_attendances_DNA,0,0.082024554,0,0.370247272,0,0,0.047204663,0.026556956
904,,02/01/2019,as_subsequent_attendances_DNA,0,0.072656042,0,0.313473784,0,0,0.039049589,0.022654694
905,,03/01/2019,as_subsequent_attendances_DNA,0,0.072906434,0,0.323559572,0,0,0.040625132,0.022781816
906,,04/01/2019,as_subsequent_attendances_DNA,0.02965026,0.076488965,0.052690173,0.321655052,0.046515122,0.051268717,0.040686767,0.024018367
907,,05/01/2019,as_subsequent_attendances_DNA,0.032131067,0.081177073,0.055020744,0.342068546,0.049072972,0.054030733,0.044068985,0.02621026
908,,06/01/2019,as_subsequent_attendances_DNA,0.030332097,0.076851071,0.052081528,0.324056504,0.046815592,0.050324932,0.042817025,0.024484481
909,,07/01/2019,as_subsequent_attendances_DNA,0.03434222,0.084809683,0.059319781,0.35934328,0.051877362,0.055660207,0.046237765,0.026695635
910,,08/01/2019,as_subsequent_attendances_DNA,0.030378323,0.07381555,0.05213931,0.314407553,0.048160004,0.047046723,0.039138189,0.0233712
911,,09/01/2019,as_subsequent_attendances_DNA,0.032766677,0.078307196,0.055028448,0.33807152,0.051126186,0.052863521,0.042593598,0.0250469
912,,10/01/2019,as_subsequent_attendances_DNA,0.034704326,0.084189481,0.060417654,0.364472077,0.055548493,0.056638661,0.045532815,0.027026923
913,,11/01/2019,as_subsequent_attendances_DNA,0.032046319,0.076435035,0.056700296,0.336297204,0.051099221,0.051912032,0.042647529,0.02511624
914,,12/01/2019,as_subsequent_attendances_DNA,0.029457651,0.070964934,0.051723275,0.311168637,0.048090665,0.048718571,0.038791493,0.023101547
915,,01/01/2020,as_subsequent_attendances_DNA,0.032916912,0.081177073,0.058849815,0.354815423,0.054793465,0.054739535,0.045247753,0.026711044
916,,02/01/2020,as_subsequent_attendances_DNA,0.028459935,0.071843232,0.05046361,0.305374182,0.046249321,0.046861818,0.038883945,0.022288737
917,,03/01/2020,as_subsequent_attendances_DNA,0.028991537,0.070244575,0.05099136,0.307837268,0.047227776,0.048479736,0.039619712,0.021995971
918,,04/01/2020,as_subsequent_attendances_DNA,0.012396328,0.035397719,0.024861996,0.141891345,0.022150058,0.01876784,0.018440405,0.009738321
919,,05/01/2020,as_subsequent_attendances_DNA,0.012492633,0.035120361,0.024430551,0.143817437,0.022373485,0.019022085,0.019538277,0.010716776
920,,06/01/2020,as_subsequent_attendances_DNA,0.017639151,0.044357899,0.033899219,0.194943623,0.030563228,0.027566229,0.026287304,0.014422577
921,,07/01/2020,as_subsequent_attendances_DNA,0.021387326,0.054408247,0.041118212,0.237225965,0.036495591,0.034122646,0.031969275,0.017488915
922,,08/01/2020,as_subsequent_attendances_DNA,0.021999823,0.052871225,0.04053268,0.235920845,0.036919331,0.034492455,0.031564796,0.017307863
923,,09/01/2020,as_subsequent_attendances_DNA,0.028945311,0.067825404,0.050459758,0.301025066,0.045898772,0.045459623,0.040440228,0.02164157
924,,10/01/2020,as_subsequent_attendances_DNA,0.030239644,0.069312347,0.051634674,0.308381197,0.047863386,0.045906477,0.040879377,0.022200136
925,,11/01/2020,as_subsequent_attendances_DNA,0.030439958,0.069100477,0.059512391,0.318920772,0.048379579,0.047019758,0.041484169,0.022650842
926,,12/01/2020,as_subsequent_attendances_DNA,0.028687214,0.06540238,0.055244171,0.296424018,0.044330933,0.044542804,0.036849992,0.021040629
927,,01/01/2021,as_subsequent_attendances_DNA,0.024858143,0.05628426,0.052035301,0.283048464,0.047223924,0.046056712,0.035393867,0.020921211
928,,02/01/2021,as_subsequent_attendances_DNA,0.021864996,0.054415951,0.044970396,0.252505268,0.042035032,0.039812322,0.031010081,0.018151491
929,,03/01/2021,as_subsequent_attendances_DNA,0.027119375,0.064774474,0.053487575,0.300897944,0.047455055,0.047119915,0.039130485,0.021495187
930,,04/01/2021,as_subsequent_attendances_DNA,0.027955299,0.066658192,0.054720274,0.29767983,0.044939578,0.044488873,0.03822137,0.020362645
931,,05/01/2021,as_subsequent_attendances_DNA,0.02739288,0.067598125,0.05455463,0.299531189,0.044619847,0.045255458,0.038810754,0.021002107
932,,06/01/2021,as_subsequent_attendances_DNA,0.033633418,0.079393512,0.064208203,0.355183691,0.052670912,0.053318079,0.046746253,0.024850439
933,,07/01/2021,as_subsequent_attendances_DNA,0.032970843,0.078846502,0.062994765,0.351672811,0.052767216,0.053422088,0.045051292,0.025235657
934,,08/01/2021,as_subsequent_attendances_DNA,0.031183429,0.073827106,0.057952256,0.326210645,0.048876511,0.048834137,0.042000362,0.02315933
935,,09/01/2021,as_subsequent_attendances_DNA,0.035262892,0.083727219,0.066473287,0.368242595,0.054993779,0.054639378,0.047019758,0.025736441
936,,10/01/2021,as_subsequent_attendances_DNA,0.032801347,0.07771396,0.061272839,0.339016846,0.05175024,0.048198526,0.043406409,0.023498322
937,,11/01/2021,as_subsequent_attendances_DNA,0.036037181,0.084721083,0.066045695,0.369029982,0.055317362,0.052948269,0.047574472,0.025944459
938,,12/01/2021,as_subsequent_attendances_DNA,0.029530843,0.074978909,0.058645649,0.323861583,0.049408112,0.046376443,0.041565065,0.022978278
939,,01/01/2022,as_subsequent_attendances_DNA,0.03106016,0.080275662,0.062189658,0.34145836,0.051576892,0.048622266,0.04300193,0.024345803
940,,02/01/2022,as_subsequent_attendances_DNA,0.027924482,0.074882605,0.055918303,0.308136968,0.045964259,0.043487305,0.038621997,0.020975142
941,,04/01/2018,total_admissions,0,0.046279919,0,0.276028161,0,0,0.042616638,0.024586693
942,,05/01/2018,total_admissions,0,0.050124312,0,0.297281395,0,0,0.046191275,0.026259907
943,,06/01/2018,total_admissions,0,0.048857951,0,0.288166737,0,0,0.045075449,0.025450146
944,,07/01/2018,total_admissions,0,0.049873728,0,0.293523464,0,0,0.045995554,0.026037741
945,,08/01/2018,total_admissions,0,0.047200147,0,0.279176231,0,0,0.043868636,0.024830311
946,,09/01/2018,total_admissions,0,0.046135363,0,0.274984139,0,0,0.04280866,0.024124359
947,,10/01/2018,total_admissions,0,0.052504835,0,0.314676809,0,0,0.048426255,0.027924245
948,,11/01/2018,total_admissions,0,0.052402628,0,0.308458564,0,0,0.048078519,0.027285917
949,,12/01/2018,total_admissions,0,0.042597713,0,0.250447452,0,0,0.039053775,0.022264547
950,,01/01/2019,total_admissions,0,0.05232323,0,0.307745942,0,0,0.048273438,0.027492981
951,,02/01/2019,total_admissions,0,0.04689137,0,0.2743484,0,0,0.043030457,0.024022091
952,,03/01/2019,total_admissions,0,0.049407942,0,0.291992057,0,0,0.045450124,0.025601175
953,,04/01/2019,total_admissions,0.030819622,0.04838372,0.053470926,0.284327202,0.043072067,0.03864871,0.044308839,0.025266322
954,,05/01/2019,total_admissions,0.03242361,0.051549038,0.055725386,0.298621631,0.044901242,0.040348616,0.046784417,0.026507718
955,,06/01/2019,total_admissions,0.030881883,0.049212406,0.052700186,0.283934391,0.042795777,0.038279398,0.044329367,0.025369145
956,,07/01/2019,total_admissions,0.034231887,0.054627067,0.05866188,0.315371752,0.047214264,0.04328437,0.049009165,0.027941814
957,,08/01/2019,total_admissions,0.030055786,0.047510404,0.051391043,0.275880289,0.041608259,0.037417178,0.04302571,0.024542987
958,,09/01/2019,total_admissions,0.031614157,0.050739832,0.054377592,0.292899426,0.044137344,0.040178909,0.04546985,0.026008521
959,,10/01/2019,total_admissions,0.034724488,0.055493233,0.059335961,0.320781309,0.048322507,0.044013686,0.04996268,0.028528299
960,,11/01/2019,total_admissions,0.032817394,0.052243401,0.055897929,0.301292425,0.044862776,0.040902677,0.047318135,0.026872098
961,,12/01/2019,total_admissions,0.028829678,0.0459373,0.049639109,0.265880836,0.040097107,0.035880197,0.041453161,0.023718369
962,,01/01/2020,total_admissions,0.033779232,0.053731497,0.057930099,0.311851609,0.046853706,0.042494335,0.048895246,0.027781168
963,,02/01/2020,total_admissions,0.030665757,0.048932294,0.052418594,0.281956185,0.042084523,0.038476414,0.044070768,0.024956621
964,,03/01/2020,total_admissions,0.026619356,0.041092171,0.044770124,0.244901094,0.037773421,0.03397859,0.038494476,0.021866879
965,,04/01/2020,total_admissions,0.014569967,0.023145569,0.024738523,0.136086324,0.02067221,0.017846615,0.022752894,0.012213424
966,,05/01/2020,total_admissions,0.016461711,0.026139639,0.027798799,0.151949406,0.022157163,0.019844202,0.025530284,0.0138507
967,,06/01/2020,total_admissions,0.02172146,0.034939812,0.036503607,0.200237195,0.028842315,0.02672224,0.033240768,0.018041719
968,,07/01/2020,total_admissions,0.024912237,0.039918277,0.041302687,0.22718916,0.033239535,0.02977629,0.037515994,0.020267576
969,,08/01/2020,total_admissions,0.023224043,0.037166593,0.03834018,0.212522016,0.031372017,0.028421654,0.034890866,0.018867878
970,,09/01/2020,total_admissions,0.028236351,0.046225364,0.045872696,0.258159749,0.038240192,0.03468596,0.041879432,0.022711839
971,,10/01/2020,total_admissions,0.029309272,0.048600524,0.047011269,0.265448832,0.039227058,0.034653227,0.043080882,0.023250858
972,,11/01/2020,total_admissions,0.029681604,0.049148728,0.046548443,0.266923379,0.039030967,0.034984257,0.043707128,0.023488867
973,,12/01/2020,total_admissions,0.026949955,0.044527677,0.04289262,0.244457784,0.036850604,0.032695955,0.038173246,0.022075361
974,,01/01/2021,total_admissions,0.023627752,0.038900219,0.04025128,0.229465861,0.036987948,0.032584563,0.035403686,0.021426306
975,,02/01/2021,total_admissions,0.023746972,0.040505871,0.039080837,0.229672086,0.03651797,0.032528713,0.035925383,0.021092933
976,,03/01/2021,total_admissions,0.030065402,0.049706548,0.048778676,0.283394078,0.043803786,0.03937747,0.045206382,0.026112084
977,,04/01/2021,total_admissions,0.029158243,0.047682145,0.047523164,0.268930533,0.040306205,0.036082391,0.043733943,0.024115853
978,,05/01/2021,total_admissions,0.029392122,0.048316343,0.048380946,0.272303309,0.040428384,0.036227749,0.044646157,0.024575782
979,,06/01/2021,total_admissions,0.032496905,0.053192663,0.05339085,0.298532887,0.044313462,0.039722864,0.048321213,0.026722364
980,,07/01/2021,total_admissions,0.031094124,0.051056561,0.051627203,0.286183796,0.042274511,0.03806093,0.046267714,0.025442502
981,,08/01/2021,total_admissions,0.02861306,0.046317523,0.047067427,0.262538389,0.038982884,0.034865284,0.042904456,0.023470805
982,,09/01/2021,total_admissions,0.031600472,0.051748828,0.052514883,0.291866475,0.043301323,0.038787225,0.047629624,0.02592074
983,,10/01/2021,total_admissions,0.030229376,0.049985427,0.050261039,0.278156422,0.041408592,0.035625976,0.04550209,0.024798688
984,,11/01/2021,total_admissions,0.032770853,0.054350161,0.054438435,0.302040726,0.044748425,0.038518517,0.049488388,0.027343924
985,,12/01/2021,total_admissions,0.027381034,0.045606577,0.046785219,0.255747442,0.038172014,0.032674811,0.041610539,0.023209433
986,,01/01/2022,total_admissions,0.029048516,0.048260246,0.048975815,0.269966554,0.040217684,0.034217586,0.044156886,0.024771133
987,,02/01/2022,total_admissions,0.028245721,0.047763146,0.04818578,0.262434161,0.03911018,0.033649039,0.04193183,0.023232858
