helper,month,date,admission_type,EAST OF ENGLAND COMMISSIONING REGION,LONDON COMMISSIONING REGION,MIDLANDS COMMISSIONING REGION,NATIONAL,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,NORTH WEST COMMISSIONING REGION,SOUTH EAST COMMISSIONING REGION,SOUTH WEST COMMISSIONING REGION
414,,05/01/2021,sas_subsequent_attendances_seen,0.029126851,0.052016131,0.047357622,0.283891276,0.04384842,0.041906023,0.044839583,0.02449918
415,,06/01/2021,sas_subsequent_attendances_seen,0.032182577,0.057560243,0.052843221,0.312708008,0.048292644,0.046128057,0.048752051,0.02662265
416,,07/01/2021,sas_subsequent_attendances_seen,0.030513768,0.054849665,0.049776425,0.295903216,0.045176033,0.043658252,0.046482298,0.025139265
417,,08/01/2021,sas_subsequent_attendances_seen,0.027926147,0.049905312,0.045705814,0.272261095,0.04174195,0.040269239,0.043232056,0.023208334
418,,09/01/2021,sas_subsequent_attendances_seen,0.031506118,0.056450867,0.05112183,0.306359895,0.047235851,0.045393876,0.048310435,0.026019333
419,,10/01/2021,sas_subsequent_attendances_seen,0.029656236,0.053975923,0.0480835,0.288105719,0.044839583,0.041388499,0.045306502,0.024559274
420,,11/01/2021,sas_subsequent_attendances_seen,0.032521003,0.05973511,0.052925851,0.319540673,0.0502896,0.045790816,0.050425999,0.027518928
421,,12/01/2021,sas_subsequent_attendances_seen,0.026730978,0.049362089,0.044735209,0.267882658,0.042739044,0.038859391,0.042086702,0.023100401
422,,01/01/2022,sas_subsequent_attendances_seen,0.028998755,0.053127483,0.047484532,0.286401645,0.045382015,0.040987606,0.045222686,0.024911143
423,,02/01/2022,sas_subsequent_attendances_seen,0.027518532,0.051805009,0.046084172,0.274323047,0.043756301,0.039677387,0.042089865,0.023127286
424,,04/01/2018,sas_subsequent_attendances_DNA,0,0.073989686,0,0.309289623,0,0,0.035382025,0.020101031
425,,05/01/2018,sas_subsequent_attendances_DNA,0,0.081209219,0,0.337140602,0,0,0.039044412,0.021995369
426,,06/01/2018,sas_subsequent_attendances_DNA,0,0.078372974,0,0.330624079,0,0,0.038170911,0.021705957
427,,07/01/2018,sas_subsequent_attendances_DNA,0,0.084671648,0,0.340604083,0,0,0.0394759,0.022526836
428,,08/01/2018,sas_subsequent_attendances_DNA,0,0.079762155,0,0.319114923,0,0,0.037686803,0.020706167
429,,09/01/2018,sas_subsequent_attendances_DNA,0,0.077936224,0,0.318919175,0,0,0.038234056,0.020874553
430,,10/01/2018,sas_subsequent_attendances_DNA,0,0.08193012,0,0.350164176,0,0,0.042306883,0.023205641
431,,11/01/2018,sas_subsequent_attendances_DNA,0,0.083224584,0,0.339117028,0,0,0.040775626,0.022042728
432,,12/01/2018,sas_subsequent_attendances_DNA,0,0.066833298,0,0.279469585,0,0,0.03403494,0.018706588
433,,01/01/2019,sas_subsequent_attendances_DNA,0,0.084813723,0,0.348611871,0,0,0.043638181,0.023284572
434,,02/01/2019,sas_subsequent_attendances_DNA,0,0.074389602,0,0.294748474,0,0,0.035955588,0.019769522
435,,03/01/2019,sas_subsequent_attendances_DNA,0,0.074173858,0,0.304406441,0,0,0.037460535,0.020016839
436,,04/01/2019,sas_subsequent_attendances_DNA,0.029088613,0.07648916,0.047358451,0.306555462,0.047405809,0.048621343,0.036818565,0.020422016
437,,05/01/2019,sas_subsequent_attendances_DNA,0.031924858,0.081661755,0.049863187,0.328881288,0.050473585,0.051910124,0.040075774,0.022611029
438,,06/01/2019,sas_subsequent_attendances_DNA,0.030125237,0.077836245,0.047237424,0.31333193,0.048900232,0.048247737,0.039391707,0.021216586
439,,07/01/2019,sas_subsequent_attendances_DNA,0.033845506,0.085787203,0.053462429,0.346620711,0.054083351,0.054035992,0.042038518,0.022937276
440,,08/01/2019,sas_subsequent_attendances_DNA,0.029599032,0.073442433,0.04669017,0.297835193,0.047221638,0.045474637,0.03531888,0.019732688
441,,09/01/2019,sas_subsequent_attendances_DNA,0.032845717,0.07944117,0.050057883,0.327087981,0.051141865,0.052210061,0.038986529,0.02202168
442,,10/01/2019,sas_subsequent_attendances_DNA,0.034466428,0.08462429,0.055251526,0.350684067,0.055319933,0.055788255,0.041438644,0.023374027
443,,11/01/2019,sas_subsequent_attendances_DNA,0.032177436,0.076552305,0.051699642,0.322963587,0.050631446,0.051220796,0.038881288,0.021442854
444,,12/01/2019,sas_subsequent_attendances_DNA,0.029399074,0.070937697,0.047337403,0.298916018,0.047810987,0.04812671,0.035166281,0.019801095
445,,01/01/2020,sas_subsequent_attendances_DNA,0.0325984,0.082151126,0.053893917,0.342770996,0.054393812,0.054898969,0.041501789,0.0229478
446,,02/01/2020,sas_subsequent_attendances_DNA,0.02836245,0.072900442,0.046658598,0.294903178,0.045669333,0.046211324,0.035634603,0.019143338
447,,03/01/2020,sas_subsequent_attendances_DNA,0.028972848,0.068974953,0.04748474,0.296684908,0.047037466,0.047821511,0.036892233,0.019195959
448,,04/01/2020,sas_subsequent_attendances_DNA,0.011708061,0.029404336,0.021737529,0.125577773,0.019769522,0.01722269,0.016859609,0.008735003
449,,05/01/2020,sas_subsequent_attendances_DNA,0.012455273,0.030972427,0.022163755,0.132137445,0.020653547,0.017875184,0.018211955,0.009666386
450,,06/01/2020,sas_subsequent_attendances_DNA,0.017954115,0.042233214,0.031446011,0.185107346,0.028741318,0.026320775,0.025036834,0.013149863
451,,07/01/2020,sas_subsequent_attendances_DNA,0.021474426,0.051957483,0.037755209,0.224040202,0.034645338,0.033066723,0.029762155,0.015123132
452,,08/01/2020,sas_subsequent_attendances_DNA,0.022053252,0.051178699,0.036834351,0.223410861,0.035003157,0.033198274,0.029862134,0.015038939
453,,09/01/2020,sas_subsequent_attendances_DNA,0.029278047,0.068411913,0.047358451,0.294649547,0.045443065,0.045553568,0.038965481,0.019259103
454,,10/01/2020,sas_subsequent_attendances_DNA,0.030719848,0.06953273,0.047810987,0.300417807,0.047116397,0.046127131,0.0393233,0.019411703
455,,11/01/2020,sas_subsequent_attendances_DNA,0.031188171,0.07079036,0.054372764,0.312668912,0.048216165,0.047374237,0.040181015,0.020195748
456,,12/01/2020,sas_subsequent_attendances_DNA,0.029325405,0.065565144,0.050005262,0.287425805,0.043843401,0.044664281,0.035303094,0.018401389
457,,01/01/2021,sas_subsequent_attendances_DNA,0.02561566,0.057093244,0.046121869,0.274713744,0.046942749,0.046821722,0.033398232,0.018443486
458,,02/01/2021,sas_subsequent_attendances_DNA,0.022621553,0.055740897,0.039860029,0.246448116,0.041917491,0.040365186,0.029667438,0.01601768
459,,03/01/2021,sas_subsequent_attendances_DNA,0.028051989,0.066875395,0.047926752,0.295373606,0.046811198,0.047763629,0.038428752,0.019185435
460,,04/01/2021,sas_subsequent_attendances_DNA,0.027988844,0.067280573,0.04851084,0.286948011,0.043764471,0.044064407,0.036818565,0.018159335
461,,05/01/2021,sas_subsequent_attendances_DNA,0.02736266,0.06871185,0.048805515,0.290272574,0.043874974,0.044464323,0.037334245,0.019422227
462,,06/01/2021,sas_subsequent_attendances_DNA,0.033556093,0.080561987,0.057487897,0.344400126,0.052325826,0.052778362,0.044964218,0.022332141
463,,07/01/2021,sas_subsequent_attendances_DNA,0.032708903,0.079746369,0.055635656,0.338630815,0.052467901,0.051952221,0.043285624,0.022405809
464,,08/01/2021,sas_subsequent_attendances_DNA,0.030388339,0.074184382,0.050605136,0.312529994,0.048810777,0.047747843,0.039996843,0.02037992
465,,09/01/2021,sas_subsequent_attendances_DNA,0.035487266,0.084634814,0.059508525,0.358538202,0.055530415,0.054420122,0.045316775,0.023237213
466,,10/01/2021,sas_subsequent_attendances_DNA,0.032782572,0.079351715,0.054278047,0.329175963,0.051652284,0.048452957,0.04119659,0.021053462
467,,11/01/2021,sas_subsequent_attendances_DNA,0.036034519,0.086613345,0.058666597,0.361038729,0.05610924,0.053720269,0.04555883,0.023847611
468,,12/01/2021,sas_subsequent_attendances_DNA,0.02903073,0.074621132,0.051373395,0.312046937,0.049847401,0.046658598,0.039754788,0.020358872
469,,01/01/2022,sas_subsequent_attendances_DNA,0.030835614,0.080782993,0.054372764,0.332996211,0.052341612,0.049636919,0.042496317,0.022111134
470,,02/01/2022,sas_subsequent_attendances_DNA,0.027973058,0.075442012,0.048842349,0.30082088,0.046495475,0.044164386,0.038376131,0.01912229
471,,04/01/2018,as_ordinary_elective,0,0.04058348,0,0.300837948,0,0,0.047220025,0.031895639
472,,05/01/2018,as_ordinary_elective,0,0.045155322,0,0.337171357,0,0,0.052596297,0.036950139
473,,06/01/2018,as_ordinary_elective,0,0.045570944,0,0.336980975,0,0,0.052341561,0.037070803
474,,07/01/2018,as_ordinary_elective,0,0.043586684,0,0.332079317,0,0,0.050679073,0.035917787
475,,08/01/2018,as_ordinary_elective,0,0.041977825,0,0.320484803,0,0,0.049847829,0.034965879
476,,09/01/2018,as_ordinary_elective,0,0.041723088,0,0.319232574,0,0,0.051416467,0.034483221
477,,10/01/2018,as_ordinary_elective,0,0.045463687,0,0.347647713,0,0,0.055398394,0.037070803
478,,11/01/2018,as_ordinary_elective,0,0.047461354,0,0.349248529,0,0,0.055452022,0.036387038
479,,12/01/2018,as_ordinary_elective,0,0.038585813,0,0.289637604,0,0,0.045798866,0.030286779
480,,01/01/2019,as_ordinary_elective,0,0.042111896,0,0.307037419,0,0,0.048654591,0.031707938
481,,02/01/2019,as_ordinary_elective,0,0.041253838,0,0.301620926,0,0,0.047608833,0.030273372
482,,03/01/2019,as_ordinary_elective,0,0.045745237,0,0.340139703,0,0,0.05357502,0.035609423
483,,04/01/2019,as_ordinary_elective,0.036038452,0.046120638,0.060694223,0.311459101,0.048560741,0.038585813,0.048332819,0.032686661
484,,05/01/2019,as_ordinary_elective,0.03906847,0.053105769,0.065614651,0.339144891,0.05168461,0.041562203,0.052851033,0.034764771
485,,06/01/2019,as_ordinary_elective,0.038800327,0.050906995,0.063147734,0.329030528,0.051443281,0.040462815,0.050236636,0.033504498
486,,07/01/2019,as_ordinary_elective,0.040087415,0.055090029,0.067732983,0.346245324,0.052542668,0.042420261,0.052851033,0.0350061
487,,08/01/2019,as_ordinary_elective,0.036869696,0.051161731,0.062665076,0.321726306,0.049003177,0.039189135,0.048654591,0.033705606
488,,09/01/2019,as_ordinary_elective,0.036561331,0.051255581,0.061807017,0.319774223,0.048949549,0.039738828,0.047823347,0.033155912
489,,10/01/2019,as_ordinary_elective,0.039913122,0.055974902,0.068001126,0.354445145,0.054808479,0.043988899,0.05376272,0.037405982
490,,11/01/2019,as_ordinary_elective,0.037754568,0.053373912,0.0645823,0.337702281,0.051349431,0.041937603,0.05239519,0.035850751
491,,12/01/2019,as_ordinary_elective,0.032311261,0.046469224,0.056229638,0.288841219,0.044190006,0.035301058,0.043988899,0.029965007
492,,01/01/2020,as_ordinary_elective,0.035354686,0.050665666,0.059380321,0.313389733,0.04780994,0.038652848,0.048413262,0.03264644
493,,02/01/2020,as_ordinary_elective,0.034751364,0.046147452,0.059782536,0.313247617,0.049164063,0.040020379,0.049593093,0.033276576
494,,03/01/2020,as_ordinary_elective,0.027551718,0.034657514,0.049284728,0.253068229,0.040784587,0.033196133,0.039430464,0.027793047
495,,04/01/2020,as_ordinary_elective,0.008634212,0.014895357,0.017697454,0.092772199,0.012388218,0.009747007,0.01956105,0.009787228
496,,05/01/2020,as_ordinary_elective,0.011489938,0.018877284,0.021129687,0.11368469,0.014922171,0.011516752,0.022765361,0.012884283
497,,06/01/2020,as_ordinary_elective,0.016276295,0.025835601,0.028382962,0.154396879,0.020486144,0.01578023,0.030152708,0.017295239
498,,07/01/2020,as_ordinary_elective,0.022081596,0.034979286,0.037432797,0.207483878,0.028530441,0.021451459,0.040261708,0.022524032
499,,08/01/2020,as_ordinary_elective,0.024937322,0.037258503,0.040637108,0.224057812,0.031064395,0.024588735,0.041615831,0.023677048
500,,09/01/2020,as_ordinary_elective,0.028356148,0.039229356,0.045275986,0.250976712,0.035220615,0.028919249,0.047447947,0.026211002
501,,10/01/2020,as_ordinary_elective,0.031587274,0.044216821,0.051952753,0.282201992,0.03996675,0.032002896,0.053092362,0.029026506
502,,11/01/2020,as_ordinary_elective,0.030152708,0.041897382,0.03798249,0.246394144,0.031265502,0.027752826,0.051134916,0.025862416
503,,12/01/2020,as_ordinary_elective,0.026264631,0.037178061,0.035770308,0.223805757,0.030192929,0.026934989,0.043667127,0.023516162
504,,01/01/2021,as_ordinary_elective,0.013460791,0.020687251,0.026117152,0.15552308,0.026934989,0.023248019,0.027511497,0.017389089
505,,02/01/2021,as_ordinary_elective,0.016504217,0.024843471,0.026452331,0.167755775,0.027310389,0.022751954,0.030957137,0.018702991
506,,03/01/2021,as_ordinary_elective,0.024132892,0.033973749,0.036320002,0.229860431,0.036132302,0.030313594,0.043010176,0.025714937
507,,04/01/2021,as_ordinary_elective,0.026398702,0.032056525,0.039725421,0.23459316,0.037714347,0.033437462,0.03798249,0.026934989
508,,05/01/2021,as_ordinary_elective,0.029844343,0.037540054,0.047273654,0.266770349,0.042916326,0.036454074,0.04402912,0.028409777
509,,06/01/2021,as_ordinary_elective,0.030514701,0.038988027,0.050357301,0.274586724,0.043868234,0.037097618,0.044686071,0.028718141
510,,07/01/2021,as_ordinary_elective,0.030876694,0.039712014,0.051644388,0.277069731,0.042594554,0.036883103,0.046040195,0.028932656
511,,08/01/2021,as_ordinary_elective,0.027095875,0.034778179,0.044364299,0.241934922,0.03878692,0.031493424,0.040087415,0.025017764
512,,09/01/2021,as_ordinary_elective,0.029428721,0.036655181,0.045007843,0.254352635,0.041374502,0.032968212,0.042634775,0.025875823
513,,10/01/2021,as_ordinary_elective,0.029509164,0.038009305,0.046415595,0.260487753,0.041991232,0.035314465,0.042876104,0.026023302
514,,11/01/2021,as_ordinary_elective,0.030179522,0.03788864,0.048238969,0.26784024,0.042313004,0.039886307,0.042232561,0.026760696
515,,12/01/2021,as_ordinary_elective,0.026948396,0.033531312,0.042809069,0.235475351,0.037875233,0.032793919,0.037057396,0.024240149
516,,01/01/2022,as_ordinary_elective,0.023556384,0.0301393,0.038424927,0.209862308,0.034778179,0.02777964,0.03311569,0.021867081
517,,02/01/2022,as_ordinary_elective,0.026707067,0.034215078,0.044257042,0.237403301,0.038009305,0.032860954,0.036655181,0.024427849
518,,04/01/2018,as_daycase_elective,0,0.036890699,0,0.27469094,0,0,0.03902133,0.028228498
519,,05/01/2018,as_daycase_elective,0,0.040126891,0,0.294914893,0,0,0.041597027,0.030323619
520,,06/01/2018,as_daycase_elective,0,0.039203617,0,0.288017803,0,0,0.041149594,0.029409815
521,,07/01/2018,as_daycase_elective,0,0.039857011,0,0.294382709,0,0,0.04198054,0.029890391
522,,08/01/2018,as_daycase_elective,0,0.037927606,0,0.285366824,0,0,0.040176606,0.029393244
523,,09/01/2018,as_daycase_elective,0,0.036706044,0,0.272621387,0,0,0.038507611,0.027797637
524,,10/01/2018,as_daycase_elective,0,0.042371156,0,0.313779503,0,0,0.043843659,0.032205677
525,,11/01/2018,as_daycase_elective,0,0.041705926,0,0.307643285,0,0,0.042991406,0.0311593
526,,12/01/2018,as_daycase_elective,0,0.03420847,0,0.254438105,0,0,0.035110438,0.026052887
527,,01/01/2019,as_daycase_elective,0,0.041802988,0,0.3092673,0,0,0.043656637,0.032032859
528,,02/01/2019,as_daycase_elective,0,0.038786961,0,0.281242395,0,0,0.039338557,0.028540991
529,,03/01/2019,as_daycase_elective,0,0.041130655,0,0.299763737,0,0,0.042293033,0.030932033
530,,04/01/2019,as_daycase_elective,0.033133685,0.037432826,0.056208423,0.285073744,0.04930281,0.03955162,0.03965105,0.029421652
531,,05/01/2019,as_daycase_elective,0.034594351,0.039842807,0.05918894,0.30080964,0.0511825,0.042333278,0.042311972,0.030965176
532,,06/01/2019,as_daycase_elective,0.032896948,0.038017566,0.055739684,0.286065197,0.048509742,0.040365995,0.040524609,0.029627613
533,,07/01/2019,as_daycase_elective,0.036585308,0.04198054,0.061949291,0.317797874,0.05398073,0.045062854,0.044863995,0.032975072
534,,08/01/2019,as_daycase_elective,0.033124216,0.037444663,0.05577046,0.285486613,0.048902725,0.03977652,0.040228688,0.029888023
535,,09/01/2019,as_daycase_elective,0.033576383,0.038824838,0.056873654,0.292790417,0.050176369,0.041123553,0.041589924,0.030252598
536,,10/01/2019,as_daycase_elective,0.036890699,0.042764139,0.061722024,0.321352241,0.05501527,0.045825146,0.04543453,0.03331834
537,,11/01/2019,as_daycase_elective,0.035425298,0.040285505,0.059257593,0.305841244,0.051835894,0.042773609,0.04365427,0.032217514
538,,12/01/2019,as_daycase_elective,0.031270567,0.034587249,0.052723657,0.268082668,0.046014536,0.037120333,0.037911034,0.028133804
539,,01/01/2020,as_daycase_elective,0.036559267,0.04157572,0.060801117,0.315670084,0.054193793,0.044631993,0.044729055,0.032795152
540,,02/01/2020,as_daycase_elective,0.033836794,0.039440354,0.056362302,0.291494993,0.04916787,0.040998082,0.041526006,0.0298099
541,,03/01/2020,as_daycase_elective,0.027134774,0.028337397,0.044591747,0.229378092,0.041031226,0.031632774,0.032245922,0.024166095
542,,04/01/2020,as_daycase_elective,0.009478942,0.008219502,0.016256717,0.07497029,0.014322578,0.00861722,0.009085959,0.008929713
543,,05/01/2020,as_daycase_elective,0.010807036,0.010726545,0.019121233,0.090406004,0.016152553,0.010501645,0.012118558,0.010908833
544,,06/01/2020,as_daycase_elective,0.016041287,0.016805947,0.02680571,0.134079686,0.023420374,0.015574915,0.019054947,0.016249615
545,,07/01/2020,as_daycase_elective,0.021152435,0.02374707,0.034606188,0.17940437,0.031289505,0.02183187,0.025955825,0.020636349
546,,08/01/2020,as_daycase_elective,0.021133496,0.0256457,0.035673871,0.183591771,0.03147416,0.023238086,0.026256481,0.019980588
547,,09/01/2020,as_daycase_elective,0.026396155,0.031942899,0.042778343,0.227475202,0.039134964,0.029521081,0.033119481,0.02433181
548,,10/01/2020,as_daycase_elective,0.029641817,0.035396889,0.046618215,0.248464288,0.041812457,0.032501598,0.036223101,0.025998438
549,,11/01/2020,as_daycase_elective,0.029303284,0.034760067,0.045169385,0.243257972,0.039660519,0.032155962,0.036180488,0.025752231
550,,12/01/2020,as_daycase_elective,0.026370114,0.029772022,0.042567648,0.222783552,0.038232996,0.029736512,0.031317914,0.024540139
551,,01/01/2021,as_daycase_elective,0.019644421,0.019343766,0.037541725,0.186559504,0.035920078,0.028941076,0.023900949,0.021041169
552,,02/01/2021,as_daycase_elective,0.021311049,0.022686489,0.038022301,0.196733505,0.036594778,0.029308018,0.027127672,0.021479132
553,,03/01/2021,as_daycase_elective,0.028318458,0.032340617,0.048471864,0.255160152,0.045801473,0.036320163,0.03623257,0.027407022
554,,04/01/2021,as_daycase_elective,0.028588338,0.033628465,0.046466703,0.247861083,0.043036386,0.033443811,0.036433797,0.025955825
555,,05/01/2021,as_daycase_elective,0.030070311,0.035124642,0.048729907,0.257282261,0.043498023,0.034644066,0.038235364,0.026658933
556,,06/01/2021,as_daycase_elective,0.033538505,0.039456926,0.053841055,0.284310977,0.048467129,0.038178547,0.041570986,0.028936341
557,,07/01/2021,as_daycase_elective,0.032397434,0.037828176,0.052799413,0.274354774,0.046362539,0.03645747,0.040297341,0.027873393
558,,08/01/2021,as_daycase_elective,0.029817002,0.033787079,0.048845908,0.251376625,0.042759404,0.033270993,0.036672901,0.02595109
559,,09/01/2021,as_daycase_elective,0.03147416,0.037120333,0.051906915,0.270994058,0.046689236,0.036144978,0.039615539,0.027736086
560,,10/01/2021,as_daycase_elective,0.030768684,0.036109467,0.050796619,0.262950688,0.045159916,0.034123245,0.038697001,0.027021141
561,,11/01/2021,as_daycase_elective,0.032762008,0.038704103,0.054764328,0.281802514,0.048822234,0.035508156,0.041459719,0.029473734
562,,12/01/2021,as_daycase_elective,0.027657963,0.031959471,0.048433986,0.241859331,0.041535475,0.030877583,0.035699912,0.025423167
563,,01/01/2022,as_daycase_elective,0.028569399,0.0334083,0.048308515,0.249531971,0.043566677,0.031755877,0.03681731,0.026836486
564,,02/01/2022,as_daycase_elective,0.02972941,0.035280888,0.049840203,0.256176227,0.0445444,0.033173931,0.037212661,0.026116806
565,,04/01/2018,as_elective_total,0,0.037442505,0,0.278612159,0,0,0.040249335,0.028776544
566,,05/01/2018,as_elective_total,0,0.040881123,0,0.301253516,0,0,0.043249323,0.031317781
567,,06/01/2018,as_elective_total,0,0.040158792,0,0.295362997,0,0,0.042828801,0.030557221
568,,07/01/2018,as_elective_total,0,0.040416336,0,0.300037022,0,0,0.043287552,0.030794645
569,,08/01/2018,as_elective_total,0,0.038535056,0,0.290634243,0,0,0.041625587,0.030229255
570,,09/01/2018,as_elective_total,0,0.03745659,0,0.279613764,0,0,0.040444505,0.028800689
571,,10/01/2018,as_elective_total,0,0.042834838,0,0.318859079,0,0,0.045577281,0.032935481
572,,11/01/2018,as_elective_total,0,0.042569245,0,0.313884049,0,0,0.044860986,0.031943533
573,,12/01/2018,as_elective_total,0,0.034865051,0,0.25971807,0,0,0.036714138,0.026688021
574,,01/01/2019,as_elective_total,0,0.041848926,0,0.308929542,0,0,0.04440626,0.031983775
575,,02/01/2019,as_elective_total,0,0.039156784,0,0.28429785,0,0,0.040579314,0.028800689
576,,03/01/2019,as_elective_total,0,0.041822769,0,0.305820097,0,0,0.043985738,0.031633676
577,,04/01/2019,as_elective_total,0.033569281,0.038736263,0.056881059,0.289030628,0.049190949,0.03940628,0.040953558,0.029911348
578,,05/01/2019,as_elective_total,0.035265452,0.04183283,0.060152675,0.306559732,0.051257339,0.042217134,0.043893184,0.031535084
579,,06/01/2019,as_elective_total,0.03378256,0.039951549,0.05685289,0.292510292,0.048949501,0.040380119,0.041981722,0.030207122
580,,07/01/2019,as_elective_total,0.037110515,0.043947509,0.062816649,0.322063895,0.053764371,0.044665816,0.046062189,0.033279544
581,,08/01/2019,as_elective_total,0.033685981,0.039502859,0.056802588,0.290922371,0.048917308,0.039687969,0.041492791,0.030460642
582,,09/01/2019,as_elective_total,0.034021996,0.040689977,0.05761345,0.296837035,0.049991751,0.040915328,0.042526992,0.030685993
583,,10/01/2019,as_elective_total,0.037343914,0.044746299,0.062663732,0.326315387,0.054983682,0.0455471,0.046683917,0.033931453
584,,11/01/2019,as_elective_total,0.035776516,0.042249327,0.060056096,0.310619676,0.051764379,0.042649728,0.044965614,0.032762444
585,,12/01/2019,as_elective_total,0.031426433,0.036370075,0.053249283,0.271195287,0.045740259,0.036844922,0.038824793,0.028406324
586,,01/01/2020,as_elective_total,0.036378123,0.042937453,0.060585269,0.315324687,0.053235198,0.043732218,0.045281508,0.032772504
587,,02/01/2020,as_elective_total,0.033973706,0.040446517,0.056875023,0.29475656,0.049164792,0.040850942,0.042736247,0.030329858
588,,03/01/2020,as_elective_total,0.027197074,0.029287609,0.045295592,0.232931055,0.040993799,0.031867075,0.03332381,0.024712174
589,,04/01/2020,as_elective_total,0.009354087,0.009221291,0.016470759,0.077641136,0.014032137,0.008786685,0.010657905,0.009058314
590,,05/01/2020,as_elective_total,0.010909413,0.011947638,0.019422457,0.093898616,0.015967743,0.010653881,0.013716243,0.011203174
591,,06/01/2020,as_elective_total,0.016078406,0.018160893,0.027042145,0.137127416,0.022979787,0.015605571,0.020722251,0.016406373
592,,07/01/2020,as_elective_total,0.021291665,0.025432493,0.035028028,0.183616565,0.030875127,0.02177456,0.028102503,0.020917421
593,,08/01/2020,as_elective_total,0.02170615,0.02738822,0.036420377,0.189662818,0.031412348,0.02344055,0.028559241,0.020535129
594,,09/01/2020,as_elective_total,0.026690033,0.033036084,0.043152744,0.230999875,0.038547129,0.029428453,0.035269476,0.024613583
595,,10/01/2020,as_elective_total,0.029933481,0.036720174,0.047416308,0.253524936,0.041535044,0.032428441,0.038754371,0.02645261
596,,11/01/2020,as_elective_total,0.029430465,0.035830842,0.044092378,0.243726182,0.038400248,0.031494843,0.038424393,0.025768508
597,,12/01/2020,as_elective_total,0.026356031,0.030883176,0.041547117,0.222934717,0.037026008,0.029315777,0.033172905,0.02438622
598,,01/01/2021,as_elective_total,0.018716222,0.019543181,0.03582883,0.181899872,0.034571289,0.028086406,0.02444457,0.020494887
599,,02/01/2021,as_elective_total,0.020591466,0.023009968,0.036285568,0.192382727,0.035201066,0.02832383,0.027702102,0.021062289
600,,03/01/2021,as_elective_total,0.027688017,0.03258337,0.046645688,0.251360759,0.04434791,0.035418369,0.037249347,0.027150796
601,,04/01/2021,as_elective_total,0.028259444,0.033394232,0.045454545,0.245867421,0.042237255,0.033444533,0.036665848,0.026102511
602,,05/01/2021,as_elective_total,0.030036096,0.035486779,0.048510871,0.258703587,0.043410288,0.03491334,0.03910447,0.026919409
603,,06/01/2021,as_elective_total,0.033084374,0.039386159,0.053317693,0.282848761,0.04777848,0.038015944,0.04203806,0.028903304
604,,07/01/2021,as_elective_total,0.032168885,0.038112523,0.052627555,0.274759458,0.045796596,0.03652098,0.041158788,0.02803208
605,,08/01/2021,as_elective_total,0.029408332,0.033935477,0.048174856,0.249957143,0.042160796,0.033003891,0.037184961,0.025812773
606,,09/01/2021,as_elective_total,0.031166877,0.037050153,0.050873035,0.268493889,0.045893175,0.035667865,0.040070261,0.02745663
607,,10/01/2021,as_elective_total,0.030581366,0.03639422,0.050138631,0.26257842,0.044681913,0.034301673,0.039321773,0.026871119
608,,11/01/2021,as_elective_total,0.032374115,0.038581334,0.05378248,0.279704307,0.047844878,0.036164844,0.041573273,0.029066281
609,,12/01/2021,as_elective_total,0.027551197,0.032195041,0.047589346,0.240898829,0.040985751,0.031166877,0.035903276,0.025245371
610,,01/01/2022,as_elective_total,0.027816789,0.032917373,0.046824761,0.243576082,0.042247315,0.031158828,0.036259411,0.026088426
611,,02/01/2022,as_elective_total,0.029275536,0.035120583,0.049001815,0.253356325,0.043563205,0.033128639,0.037128623,0.025863075
612,,04/01/2018,as_non_elective,0,0.037845108,0,0.260913392,0,0,0.037079059,0.026145985
613,,05/01/2018,as_non_elective,0,0.040832118,0,0.276964133,0,0,0.039438952,0.027193754
614,,06/01/2018,as_non_elective,0,0.039437022,0,0.267745309,0,0,0.038443282,0.026101605
615,,07/01/2018,as_non_elective,0,0.040716342,0,0.274303224,0,0,0.038838848,0.026715215
616,,08/01/2018,as_non_elective,0,0.039562445,0,0.270374573,0,0,0.038232956,0.026651539
617,,09/01/2018,as_non_elective,0,0.03911671,0,0.26364724,0,0,0.037048186,0.025596051
618,,10/01/2018,as_non_elective,0,0.041519053,0,0.283043894,0,0,0.039840307,0.027791928
619,,11/01/2018,as_non_elective,0,0.04110419,0,0.279982402,0,0,0.039832589,0.027672293
620,,12/01/2018,as_non_elective,0,0.041212248,0,0.277472002,0,0,0.03944667,0.027799646
621,,01/01/2019,as_non_elective,0,0.041646406,0,0.286482429,0,0,0.040758793,0.02873357
622,,02/01/2019,as_non_elective,0,0.037995616,0,0.257246008,0,0,0.03679155,0.02517347
623,,03/01/2019,as_non_elective,0,0.041704294,0,0.281909294,0,0,0.040801244,0.027651068
624,,04/01/2019,as_non_elective,0.030277244,0.040700905,0.053609883,0.274563719,0.044068045,0.039502628,0.03911671,0.026987288
625,,05/01/2019,as_non_elective,0.031417633,0.042063198,0.05590031,0.285698628,0.045650311,0.041441869,0.040739497,0.028187495
626,,06/01/2019,as_non_elective,0.029985875,0.039954153,0.052944173,0.270481858,0.042989403,0.038933398,0.039051103,0.026325437
627,,07/01/2019,as_non_elective,0.032513642,0.041856732,0.055786464,0.286438434,0.045822045,0.041827788,0.040758793,0.027560377
628,,08/01/2019,as_non_elective,0.030794375,0.03992135,0.053465163,0.273434907,0.043743874,0.039805574,0.038997075,0.026425776
629,,09/01/2019,as_non_elective,0.0306265,0.039597178,0.052894004,0.271920177,0.043369532,0.040000463,0.038597649,0.026535763
